ID;CEP
3623;03128-050
3624;49020-180
3625;06543-150
3626;70673-108
3627;65075-090
3628;14870-160
3629;70762-020
3630;76803-480
3631;24230-000
3632;89203-070
3633;74310-250
3634;04360-001
3635;78580-000
3636;13333-395
3637;69037-057
3638;30180-160
3639;22411-003
3640;86050-490
3641;89202-010
3642;30130-168
3643;78528-000
3644;27580-000
3645;22290-030
3646;69900-577
3647;30180-160
3648;87010-280
3649;74110-100
3650;05634-020
3651;42710-900
3652;44572-065
3653;22221-011
3654;70363-070
3655;13720-000
3656;13101-664
3657;52041-045
3658;22470-120
3659;22410-000
3660;29055-095
3661;02720-000
3662;13165-000
3663;78048-341
3664;58037-655
3665;90450-010
3666;74230-022
3667;93020-560
3668;72120-530
3669;85601-060
3670;04602-000
3671;74140-070
3672;45820-130
3673;22061-040
3674;59020-050
3675;08557-770
3676;01451-907
3677;96212-090
3678;40110-010
3679;74335-100
3680;27700-000
3681;48400-000
3682;15092-470
3683;31565-120
3684;36240-000
3685;79330-060
3686;41701-015
3687;32280-620
3688;78200-000
3689;95020-260
3690;34008-092
3691;25963-020
3692;04020-000
3693;86055-748
3694;18185-000
3695;64049-010
3696;13088-727
3697;15500-268
3698;68509-080
3699;57035-210
3700;89107-000
3701;78043-500
3702;74230-025
3703;22421-030
3704;27535-321
3705;74215-130
3706;45816-000
3707;04601-000
3708;04446-130
3709;02461-000
3710;38045-000
3711;22461-030
3712;74371-480
3713;41500-300
3714;80240-010
3715;34800-000
3716;88085-200
3717;30380-560
3718;88900-045
3719;13569-220
3720;38800-000
3721;04087-003
3722;91350-110
3723;52060-420
3724;22793-012
3725;22793-012
3726;11900-000
3727;14020-550
3728;88085-435
3729;04640-230
3730;30170-050
3731;13960-000
3732;38184-248
3733;38184-248
3734;01141-040
3735;88036-230
3736;40296-720
3737;40110-010
3738;52020-220
3739;29101-110
3740;58046-005
3741;22790-735
3742;87010-055
3743;04105-003
3744;69190-000
3745;18270-330
3746;11010-141
3747;22450-221
3748;04014-012
3749;85812-020
3750;67200-000
3751;88050-300
3752;24727-184
3753;27255-085
3754;04614-001
3755;13240-000
3756;18120-000
3757;04538-132
3758;69005-310
3759;18136-185
3760;37973-000
3761;28906-150
3762;09520-310
3763;03077-090
3764;24210-380
3765;30130-060
3766;04025-000
3767;60183-712
3768;41820-020
3769;98380-000
3770;13085-055
3771;04514-041
3772;20021-130
3773;78580-000
3774;86073-100
3775;80250-120
3776;30750-610
3777;89046-180
3778;01420-000
3779;22471-210
3780;33025-010
3781;04512-060
3782;38700-188
3783;05138-440
3784;40140-480
3785;41680-100
3786;30210-420
3787;22450-140
3788;74110-140
3789;69092-085
3790;04728-020
3791;22630-012
3792;85935-000
3793;02347-070
3794;05131-120
3795;01319-040
3796;22790-701
3797;09560-500
3798;30140-092
3799;86300-000
3800;52041-130
3801;74120-130
3802;95088-460
3803;70865-020
3804;04580-051
3805;04520-000
3806;77803-060
3807;22411-072
3808;22410-000
3809;74655-370
3810;48730-000
3811;85504-016
3812;86050-464
3813;02225-001
3814;04545-100
3815;78070-245
3816;20520-054
3817;04447-011
3818;78049-400
3819;40060-330
3820;06544-540
3821;80040-340
3822;79004-340
3823;03032-030
3824;29303-302
3825;13092-621
3826;48903-475
3827;34007-076
3828;59020-100
3829;70670-426
3830;87305-130
3831;77016-172
3832;09820-680
3833;26255-155
3834;04086-001
3835;60165-070
3836;05611-050
3837;09541-100
3838;22461-120
3839;79170-000
3840;22450-130
3841;05716-120
3842;89300-670
3843;89012-170
3844;22011-040
3845;37925-000
3846;18035-630
3847;97576-080
3848;04513-080
3849;56000-000
3850;39270-000
3851;74120-130
3852;22790-705
3853;31340-560
3854;81210-370
3855;88301-660
3856;15850-000
3857;77021-600
3858;78643-000
3859;22723-006
3860;01529-001
3861;78675-000
3862;24020-040
3863;41680-048
3864;06414-000
3865;21241-270
3866;22471-080
3867;71640-210
3868;01532-040
3869;29056-100
3870;70673-205
3871;66645-250
3872;06429-200
3873;35640-000
3874;13480-530
3875;29111-630
3876;04149-130
3877;01403-002
3878;35640-000
3879;05009-000
3880;68908-455
3881;40130-010
3882;04363-040
3883;94410-160
3884;05604-000
3885;80240-041
3886;14804-189
3887;05772-080
3888;69058-403
3889;71940-720
3890;28051-320
3891;98390-000
3892;36016-390
3893;38412-641
3894;74120-130
3895;42707-740
3896;29101-063
3897;84040-150
3898;85170-000
3899;88900-045
3900;29055-350
3901;14403-111
3902;
3903;48607-235
3904;74215-130
3905;41950-310
3906;04038-032
3907;65901-340
3908;37190-000
3909;01153-010
3910;37705-200
3911;22630-010
3912;45652-495
3913;58030-230
3914;95900-514
3915;41730-101
3916;41720-010
3917;22795-065
3918;22250-060
3919;41810-670
3920;06710-855
3921;17053-085
3922;90460-110
3923;07111-000
3924;15093-160
3925;18035-440
3926;54759-475
3927;04639-040
3928;35020-790
3929;89202-181
3930;11045-200
3931;11035-050
3932;34003-058
3933;18035-002
3934;34006-083
3935;02460-030
3936;13257-622
3937;30150-050
3938;30140-092
3939;24220-008
3940;35519-000
3941;45652-310
3942;05717-170
3943;34006-089
3944;22211-200
3945;29800-000
3946;64019-625
3947;04134-110
3948;37472-000
3949;05734-150
3950;93510-270
3951;96810-174
3952;22251-030
3953;08780-310
3954;25970-310
3955;75100-580
3956;77900-000
3957;74810-100
3958;71915-750
3959;89035-450
3960;55565-000
3961;30380-600
3962;65072-005
3963;60181-004
3964;12327-190
3965;50030-360
3966;05305-011
3967;60125-101
3968;29375-000
3969;07600-072
3970;36900-000
3971;38260-000
3972;40279-750
3973;17210-181
3974;60115-080
3975;11445-090
3976;05016-080
3977;32625-210
3978;22430-210
3979;06386-690
3980;71680-373
3981;70750-504
3982;19053-771
3983;04619-002
3984;31035-380
3985;79081-380
3986;12942-560
3987;05017-020
3988;29101-105
3989;01129-000
3990;06030-350
3991;22776-000
3992;13417-380
3993;74120-130
3994;04538-110
3995;04794-000
3996;78020-150
3997;74215-210
3998;69075-010
3999;04023-000
4000;05446-010
4001;11055-100
4002;79003-026
4003;41820-360
4004;51020-000
4005;70650-157
4006;70610-410
4007;12916-360
4008;33220-110
4009;56302-690
4010;64014-058
4011;13970-190
4012;98600-000
4013;05678-000
4014;29900-033
4015;55125-000
4016;15085-020
4017;14404-600
4018;35640-000
4019;01422-000
4020;17053-833
4021;04710-090
4022;05692-000
4023;74210-030
4024;30350-110
4025;29055-642
4026;01408-030
4027;11045-360
4028;13500-380
4029;01232-000
4030;78061-306
4031;76940-000
4032;09726-250
4033;71530-215
4034;13172-793
4035;22793-261
4036;28893-304
4037;29780-000
4038;05016-000
4039;41830-600
4040;67110-042
4041;65350-000
4042;13287-164
4043;90470-170
4044;05674-011
4045;02335-040
4046;22630-012
4047;35590-000
4048;05688-021
4049;09240-410
4050;81530-480
4051;76300-000
4052;74483-604
4053;22420-040
4054;95908-276
4055;04012-001
4056;49032-016
4057;13070-127
4058;74343-245
4059;22620-200
4060;05466-010
4061;04002-021
4062;22420-041
4063;04696-000
4064;13603-027
4065;04015-050
4066;22793-274
4067;22421-024
4068;07230-400
4069;29050-545
4070;86055-630
4071;58038-242
4072;36420-000
4073;01547-020
4074;57046-430
4075;74660-370
4076;20520-054
4077;58035-010
4078;41830-580
4079;04583-100
4080;01449-050
4081;12710-560
4082;04726-160
4083;37500-080
4084;43813-000
4085;75080-410
4086;88037-400
4087;01231-010
4088;05421-010
4089;19815-045
4090;75955-000
4091;24901-020
4092;
4093;13405-114
4094;57245-318
4095;01252-010
4096;52060-410
4097;79036-080
4098;13010-215
4099;14027-250
4100;60125-100
4101;40710-710
4102;28035-053
4103;01447-020
4104;03567-110
4105;20771-421
4106;29055-420
4107;13063-420
4108;49048-010
4109;20230-010
4110;04532-000
4111;65077-450
4112;34006-006
4113;21735-652
4114;85010-220
4115;05447-140
4116;05005-001
4117;90450-100
4118;88010-002
4119;69087-638
4120;58034-000
4121;60410-691
4122;40444-090
4123;70740-747
4124;78398-000
4125;29060-050
4126;30150-350
4127;05717-230
4128;08466-001
4129;13097-173
4130;13321-330
4131;75803-362
4132;04111-080
4133;94920-390
4134;14020-055
4135;77020-558
4136;30380-002
4137;30750-610
4138;88025-300
4139;13960-000
4140;37640-000
4141;01423-040
4142;89950-000
4143;06543-220
4144;05613-010
4145;22081-000
4146;49026-225
4147;13212-070
4148;60192-055
4149;95300-000
4150;05414-020
4151;05455-000
4152;45654-000
4153;06539-390
4154;80820-410
4155;13024-091
4156;05088-000
4157;74535-450
4158;50610-100
4159;25660-222
4160;51020-000
4161;29164-140
4162;22011-002
4163;01424-001
4164;69088-716
4165;60811-030
4166;04026-001
4167;58102-337
4168;88330-040
4169;22793-050
4170;88050-005
4171;38400-766
4172;14620-000
4173;74280-260
4174;04125-210
4175;30535-500
4176;30575-010
4177;78640-000
4178;01422-000
4179;74120-110
4180;45654-000
4181;36037-782
4182;05717-210
4183;59090-750
4184;51011-000
4185;81560-280
4186;65300-875
4187;
4188;05704-110
4189;74535-540
4190;70774-050
4191;05404-015
4192;13084-215
4193;70686-805
4194;11045-003
4195;24120-270
4196;13604-232
4197;22280-080
4198;90670-100
4199;05083-060
4200;06408-200
4201;74215-095
4202;22441-000
4203;11055-250
4204;89203-560
4205;18046-160
4206;30150-331
4207;95700-362
4208;52061-200
4209;86800-030
4210;87015-250
4211;78580-000
4212;95020-200
4213;92310-240
4214;90630-090
4215;59064-480
4216;13211-520
4217;01327-002
4218;36016-160
4219;69037-000
4220;23036-155
4221;85903-230
4222;57036-850
4223;65075-090
4224;74333-270
4225;04109-130
4226;35164-551
4227;35164-551
4228;05509-006
4229;22420-040
4230;66060-281
4231;78555-902
4232;25665-515
4233;01129-010
4234;76630-000
4235;01423-001
4236;41810-225
4237;76820-749
4238;04624-080
4239;89225-100
4240;12914-010
4241;30190-000
4242;13606-643
4243;74210-190
4244;35940-000
4245;71680-281
4246;79002-130
4247;70864-090
4248;22440-000
4249;29700-785
4250;70352-100
4251;25956-170
4252;22290-290
4253;29065-130
4254;37500-188
4255;70340-000
4256;34006-086
4257;05614-090
4258;20021-120
4259;03714-020
4260;04517-050
4261;22793-590
4262;53429-000
4263;12516-480
4264;87155-000
4265;37026-660
4266;60192-055
4267;04548-001
4268;04105-060
4269;17900-000
4270;83280-000
4271;78731-610
4272;29101-250
4273;17606-060
4274;64212-045
4275;04016-003
4276;30310-160
4277;37400-000
4278;87501-000
4279;52011-040
4280;36680-000
4281;05657-030
4282;22421-028
4283;12324-775
4284;23070-500
4285;18603-491
4286;90450-071
4287;23058-230
4288;74885-638
4289;29304-560
4290;60135-460
4291;13049-439
4292;20270-135
4293;41815-300
4294;22260-000
4295;99711-010
4296;75143-670
4297;39860-000
4298;29156-175
4299;15801-400
4300;13565-251
4301;14096-030
4302;35030-070
4303;35847-000
4304;80240-010
4305;95900-022
4306;74140-140
4307;99250-000
4308;37470-000
4309;78060-597
4310;05414-020
4311;59535-000
4312;69041-400
4313;30130-008
4314;88330-345
4315;88303-161
4316;89035-038
4317;35171-152
4318;87300-410
4319;84015-050
4320;15010-080
4321;74680-175
4322;06405-035
4323;22743-800
4324;22630-010
4325;74223-180
4326;78050-250
4327;29101-110
4328;44052-016
4329;01415-000
4330;13087-765
4331;74223-180
4332;70632-200
4333;41760-020
4334;22041-012
4335;74680-285
4336;01253-030
4337;05397-350
4338;60170-021
4339;95680-000
4340;60125-151
4341;78175-000
4342;81210-000
4343;01420-001
4344;88310-300
4345;67130-600
4346;05468-160
4347;19053-808
4348;11702-700
4349;84250-000
4350;65150-000
4351;01532-010
4352;74230-050
4353;30320-610
4354;48400-000
4355;20560-080
4356;01329-010
4357;04610-001
4358;06540-900
4359;89253-515
4360;30350-690
4361;22790-671
4362;57035-380
4363;01408-020
4364;01438-010
4365;75908-435
4366;04716-110
4367;04110-000
4368;18086-000
4369;06540-255
4370;36062-250
4371;05423-180
4372;05410-000
4373;30150-270
4374;60115-281
4375;71680-379
4376;01329-010
4377;22793-336
4378;74230-190
4379;14402-250
4380;71929-000
4381;64018-650
4382;37467-000
4383;70686-080
4384;86300-000
4385;15805-085
4386;06473-084
4387;70735-520
4388;30240-390
4389;13334-020
4390;95250-000
4391;14540-000
4392;73813-190
4393;28300-000
4394;60192-120
4395;70670-012
4396;22040-010
4397;50750-400
4398;71917-360
4399;87501-230
4400;25963-620
4401;58037-030
4402;74885-646
4403;22460-050
4404;09541-100
4405;63040-610
4406;01310-300
4407;06709-310
4408;74290-040
4409;22776-000
4410;04132-000
4411;71675-340
4412;58032-110
4413;59056-040
4414;01045-000
4415;81830-010
4416;12525-000
4417;11045-400
4418;13025-251
4419;64520-000
4420;81930-370
4421;52061-540
4422;38400-192
4423;77760-000
4424;42710-120
4425;28053-040
4426;74810-250
4427;81560-150
4428;22631-280
4429;18017-181
4430;90630-060
4431;25730-740
4432;03185-050
4433;70765-090
4434;84050-000
4435;32040-620
4436;20031-050
4437;77024-044
4438;04533-005
4439;30320-595
4440;29400-000
4441;24220-021
4442;52020-170
4443;49025-510
4444;04532-081
4445;75909-060
4446;74115-060
4447;24220-260
4448;30320-430
4449;69020-210
4450;04619-000
4451;38038-378
4452;88301-420
4453;14092-040
4454;22471-003
4455;04532-082
4456;41680-050
4457;09771-280
4458;23020-265
4459;22470-070
4460;59014-100
4461;32604-382
4462;74075-040
4463;30310-498
4464;24210-510
4465;05410-000
4466;05350-000
4467;21330-540
4468;04552-050
4469;30310-290
4470;51020-220
4471;02450-001
4472;05030-050
4473;03116-000
4474;28970-000
4475;04543-070
4476;24230-008
4477;58038-142
4478;30310-540
4479;57052-605
4480;23070-500
4481;01454-010
4482;74367-635
4483;69901-230
4484;12900-430
4485;30160-030
4486;24320-570
4487;02345-030
4488;09090-230
4489;22743-670
4490;70354-110
4491;22070-002
4492;05654-040
4493;16404-130
4494;30210-180
4495;17900-000
4496;22631-280
4497;74120-020
4498;14403-833
4499;01310-928
4500;74115-050
4501;20520-160
4502;05018-010
4503;90520-080
4504;90520-080
4505;11700-290
4506;90520-080
4507;89609-000
4508;29206-110
4509;05429-130
4510;78307-000
4511;58800-190
4512;51030-000
4513;04663-140
4514;88811-715
4515;04563-011
4516;02242-001
4517;24365-080
4518;03185-050
4519;06755-270
4520;04141-100
4521;69073-175
4522;69073-175
4523;13015-130
4524;80035-230
4525;05688-010
4526;05414-020
4527;40296-730
4528;29055-642
4529;60810-005
4530;04110-000
4531;52060-590
4532;95670-000
4533;18190-000
4534;02844-010
4535;32280-390
4536;37010-660
4537;74303-140
4538;74120-020
4539;74888-055
4540;36026-500
4541;62032-110
4542;05415-050
4543;77410-020
4544;75800-110
4545;20261-005
4546;60115-080
4547;34006-080
4548;22610-095
4549;22031-001
4550;04608-001
4551;57036-850
4552;18520-041
4553;57316-010
4554;31275-000
4555;79051-838
4556;24220-400
4557;71745-805
4558;22010-011
4559;29060-050
4560;74823-040
4561;01050-000
4562;74905-144
4563;45930-000
4564;14701-365
4565;28950-000
4566;24220-001
4567;22411-010
4568;74823-450
4569;74890-180
4570;89801-023
4571;74885-745
4572;11608-530
4573;01448-010
4574;38701-187
4575;13015-150
4576;13420-003
4577;78780-000
4578;58900-000
4579;38400-152
4580;65919-555
4581;05704-110
4582;12246-030
4583;60821-450
4584;16015-080
4585;09541-200
4586;66093-180
4587;04610-002
4588;88053-471
4589;13940-000
4590;99010-080
4591;04510-040
4592;74230-030
4593;74115-060
4594;04042-003
4595;58046-095
4596;78085-105
4597;70853-020
4598;22280-030
4599;73807-240
4600;65049-372
4601;04143-010
4602;04043-200
4603;71900-100
4604;89258-850
4605;13450-033
4606;80430-210
4607;19015-030
4608;01243-030
4609;04520-001
4610;14029-187
4611;73358-125
4612;05036-011
4613;73358-125
4614;04053-070
4615;05608-040
4616;95588-000
4617;71936-250
4618;24220-121
4619;30575-847
4620;13503-003
4621;74810-080
4622;22231-000
4623;64048-152
4624;86020-041
4625;40170-180
4626;26250-060
4627;26260-330
4628;74140-130
4629;02066-120
4630;13271-510
4631;60165-170
4632;88025-002
4633;04051-000
4634;37553-629
4635;98700-000
4636;90470-260
4637;70686-525
4638;40140-000
4639;13302-225
4640;05451-110
4641;06454-010
4642;45652-010
4643;65075-839
4644;75909-751
4645;04736-002
4646;11700-460
4647;71745-611
4648;86010-510
4649;04717-002
4650;89256-000
4651;77818-010
4652;20771-632
4653;30140-091
4654;21021-380
4655;78731-607
4656;09725-160
4657;70382-100
4658;29306-014
4659;22251-030
4660;40296-710
4661;04042-003
4662;29306-014
4663;22790-015
4664;04566-002
4665;04550-004
4666;68906-124
4667;36345-000
4668;45207-578
4669;71515-725
4670;44050-668
4671;22793-470
4672;12030-212
4673;37270-000
4674;70355-010
4675;74180-050
4676;01307-003
4677;01408-001
4678;05534-000
4679;22471-003
4680;31155-740
4681;01424-004
4682;89221-103
4683;22230-061
4684;05674-011
4685;74120-130
4686;02034-000
4687;19053-712
4688;84262-410
4689;28616-110
4690;74553-045
4691;66035-400
4692;60165-090
4693;74230-010
4694;70673-303
4695;11060-000
4696;38184-040
4697;05302-031
4698;37930-000
4699;37930-000
4700;05007-000
4701;70747-090
4702;32150-340
4703;04720-060
4704;55295-335
4705;04078-000
4706;20520-054
4707;09725-160
4708;05415-020
4709;74120-130
4710;85400-000
4711;52030-140
4712;70336-090
4713;36414-146
4714;13087-460
4715;75909-799
4716;20735-290
4717;05727-240
4718;29065-540
4719;98400-000
4720;36016-340
4721;78663-000
4722;04570-140
4723;13049-410
4724;04080-000
4725;13212-070
4726;60060-610
4727;59064-735
4728;12246-140
4729;23815-542
4730;71630-315
4731;12072-250
4732;83005-020
4733;74530-015
4734;20561-112
4735;69915-676
4736;95990-000
4737;01222-903
4738;74815-705
4739;05415-030
4740;13416-020
4741;60165-121
4742;69057-015
4743;40140-060
4744;49025-530
4745;13092-526
4746;04126-000
4747;05657-230
4748;05435-000
4749;74884-540
4750;07251-000
4751;36202-466
4752;04621-010
4753;05440-000
4754;05502-050
4755;37501-052
4756;71070-632
4757;57051-090
4758;78040-400
4759;70385-110
4760;68030-035
4761;01239-011
4762;37950-000
4763;04710-080
4764;22060-020
4765;70774-010
4766;22776-070
4767;64207-540
4768;81670-160
4769;05311-000
4770;88935-000
4771;49038-443
4772;78040-400
4773;05610-010
4774;21665-210
4775;05610-010
4776;60115-220
4777;22783-551
4778;19814-550
4779;77809-600
4780;04612-002
4781;04511-040
4782;22610-010
4783;60192-095
4784;04565-001
4785;06543-305
4786;74230-140
4787;30660-180
4788;12244-066
4789;75200-000
4790;37200-200
4791;74210-190
4792;69060-020
4793;87060-399
4794;09070-250
4795;45653-005
4796;51130-260
4797;70385-010
4798;04619-002
4799;93226-392
4800;71710-505
4801;04520-010
4802;04637-000
4803;70673-427
4804;04088-002
4805;01310-000
4806;22221-000
4807;38405-142
4808;80420-170
4809;12946-636
4810;09070-250
4811;05414-025
4812;22451-040
4813;01228-200
4814;25655-430
4815;22261-020
4816;13024-120
4817;03185-020
4818;01257-000
4819;52061-105
4820;01228-200
4821;80250-020
4822;70686-155
4823;60351-780
4824;62690-000
4825;69053-180
4826;65077-554
4827;03966-030
4828;79022-220
4829;13501-060
4830;29920-000
4831;71675-150
4832;87005-080
4833;30180-140
4834;29167-124
4835;07024-170
4836;88063-000
4837;50730-350
4838;77824-572
4839;22793-298
4840;28950-000
4841;09715-090
4842;74823-440
4843;50720-730
4844;41830-380
4845;70610-610
4846;57301-150
4847;29101-012
4848;60175-210
4849;65072-005
4850;04003-020
4851;65300-004
4852;79010-010
4853;22451-070
4854;24320-010
4855;74110-060
4856;58030-080
4857;73105-901
4858;70673-107
4859;40130-160
4860;41830-500
4861;09607-100
4862;40295-018
4863;82320-750
4864;
4865;17206-610
4866;30320-110
4867;05726-130
4868;70670-410
4869;13348-410
4870;29102-010
4871;75800-055
4872;29115-560
4873;88056-682
4874;13098-301
4875;09030-000
4876;04015-051
4877;09030-000
4878;05414-020
4879;60810-321
4880;95800-000
4881;74110-060
4882;04511-060
4883;74180-010
4884;22280-070
4885;30575-740
4886;13024-431
4887;05641-021
4888;99010-410
4889;13380-031
4890;70276-010
4891;66055-005
4892;74351-011
4893;22610-095
4894;04080-004
4895;91760-000
4896;71645-110
4897;17900-000
4898;88351-490
4899;70686-155
4900;06470-250
4901;08573-150
4902;71540-065
4903;09771-220
4904;01423-001
4905;05021-010
4906;05145-001
4907;74815-435
4908;71630-265
4909;34006-086
4910;11030-500
4911;30190-090
4912;71670-260
4913;13087-723
4914;51320-625
4915;71940-540
4916;74920-801
4917;74884-755
4918;17980-000
4919;64001-260
4920;74815-705
4921;74335-210
4922;70200-004
4923;22610-010
4924;74988-505
4925;05463-010
4926;74280-330
4927;09720-470
4928;04506-000
4929;05017-000
4930;04660-000
4931;04041-002
4932;88354-142
4933;70873-110
4934;74663-520
4935;81280-320
4936;12243-040
4937;13285-054
4938;22783-119
4939;37400-000
4940;70686-445
4941;22793-400
4942;71525-265
4943;65077-635
4944;01231-011
4945;74445-220
4946;74885-556
4947;14160-710
4948;22640-102
4949;83280-000
4950;74210-030
4951;13255-752
4952;22630-011
4953;74366-050
4954;82030-642
4955;15700-100
4956;05654-030
4957;22725-430
4958;06710-670
4959;04363-001
4960;78043-395
4961;60165-121
4962;20541-142
4963;77015-280
4964;52071-405
4965;74884-542
4966;18047-360
4967;58046-060
4968;79004-600
4969;78061-314
4970;34006-200
4971;22793-329
4972;01403-010
4973;17017-586
4974;22051-030
4975;22790-010
4976;04149-130
4977;74916-270
4978;31050-110
4979;14024-280
4980;04116-020
4981;79002-523
4982;64049-280
4983;71918-180
4984;81200-521
4985;22245-120
4986;22071-030
4987;22461-240
4988;13563-623
4989;68005-100
4990;22450-140
4991;22431-001
4992;81670-010
4993;70670-011
4994;70680-250
4995;74673-040
4996;80050-470
4997;79480-000
4998;74120-030
4999;01529-010
5000;95670-000
5001;30240-360
5002;78043-500
5003;30210-040
5004;70295-040
5005;74673-010
5006;70762-030
5007;60125-045
5008;71908-540
5009;71060-279
5010;22410-003
5011;13272-554
5012;74815-700
5013;30310-320
5014;05716-090
5015;71915-750
5016;74210-180
5017;63500-050
5018;88015-640
5019;74884-595
5020;89012-180
5021;22471-080
5022;72520-275
5023;65073-360
5024;71680-150
5025;89050-190
5026;86047-250
5027;59064-430
5028;04080-000
5029;72020-350
5030;26135-170
5031;65914-630
5032;85900-200
5033;60165-090
5034;22410-003
5035;22620-311
5036;60115-170
5037;22040-010
5038;05089-030
5039;11070-905
5040;74115-040
5041;65077-310
5042;06543-640
5043;22630-012
5044;74120-010
5045;74115-050
5046;67130-600
5047;02127-000
5048;71615-030
5049;22640-105
5050;57046-361
5051;22631-280
5052;70736-060
5053;82220-170
5054;13480-090
5055;01329-010
5056;22620-311
5057;01239-020
5058;74310-210
5059;78043-512
5060;60115-281
5061;90440-191
5062;87300-020
5063;74255-120
5064;18190-000
5065;88015-530
5066;88034-480
5067;66055-260
5068;04140-090
5069;15085-480
5070;89023-000
5071;13271-090
5072;65075-650
5073;01455-000
5074;74680-220
5075;22030-010
5076;01250-040
5077;94475-210
5078;09530-250
5079;50020-455
5080;71515-235
5081;19053-850
5082;83900-000
5083;05083-140
5084;24220-331
5085;74085-450
5086;37468-000
5087;70687-150
5088;80540-220
5089;60833-482
5090;24360-005
5091;04623-070
5092;01232-010
5093;51020-000
5094;04088-002
5095;35460-000
5096;22461-010
5097;22421-000
5098;59015-010
5099;60125-150
5100;74835-180
5101;04564-000
5102;01226-011
5103;22450-130
5104;58039-100
5105;09090-150
5106;12400-370
5107;88015-130
5108;18185-000
5109;60170-060
5110;74115-100
5111;89900-000
5112;74170-110
5113;01417-020
5114;06454-080
5115;28950-000
5116;89120-000
5117;22793-075
5118;04563-011
5119;09541-250
5120;22261-001
5121;04532-082
5122;16010-390
5123;74305-260
5124;03131-010
5125;05690-080
5126;30380-490
5127;31260-250
5128;01429-020
5129;05350-000
5130;70338-100
5131;29102-010
5132;13203-060
5133;07097-420
5134;74410-080
5135;86020-041
5136;05614-040
5137;22780-420
5138;91900-050
5139;45026-145
5140;74935-187
5141;22793-242
5142;28035-642
5143;22776-070
5144;22631-030
5145;74351-013
5146;35430-040
5147;20541-120
5148;69037-145
5149;70390-135
5150;01311-922
5151;77006-080
5152;35573-362
5153;74210-030
5154;70854-110
5155;11740-000
5156;04663-900
5157;30775-520
5158;78048-907
5159;22793-084
5160;70687-215
5161;66816-840
5162;04552-000
5163;03185-050
5164;01423-010
5165;20550-012
5166;74843-170
5167;05086-010
5168;36500-051
5169;05612-060
5170;74885-664
5171;01153-010
5172;96820-454
5173;51130-020
5174;07438-560
5175;13940-000
5176;76820-314
5177;30240-010
5178;36010-570
5179;54125-010
5180;52011-240
5181;11603-295
5182;13278-135
5183;22793-295
5184;22031-072
5185;01415-001
5186;24220-300
5187;22630-010
5188;13172-705
5189;52060-460
5190;49037-630
5191;06210-000
5192;22631-450
5193;38300-142
5194;36030-718
5195;05520-200
5196;90450-120
5197;76190-000
5198;36026-500
5199;12919-601
5200;06713-100
5201;17018-320
5202;16400-400
5203;22471-150
5204;50870-040
5205;80010-210
5206;29055-020
5207;13450-031
5208;54410-280
5209;13481-291
5210;81200-150
5211;63150-000
5212;04512-001
5213;69060-085
5214;05007-002
5215;22281-080
5216;57035-180
5217;13974-361
5218;70873-030
5219;13484-253
5220;41650-230
5221;14050-230
5222;71515-255
5223;74230-140
5224;90010-281
5225;22021-040
5226;52131-410
5227;06542-160
5228;05617-000
5229;05089-030
5230;28611-060
5231;03169-030
5232;78455-000
5233;05016-080
5234;81210-220
5235;74810-030
5236;74180-040
5237;04645-040
5238;05655-100
5239;71505-250
5240;85806-130
5241;05413-000
5242;04115-010
5243;01525-001
5244;22461-010
5245;22440-035
5246;70843-030
5247;05415-010
5248;90440-011
5249;11055-120
5250;74835-105
5251;04516-001
5252;85504-016
5253;80730-080
5254;05734-150
5255;71551-412
5256;04364-030
5257;06010-170
5258;05024-030
5259;74351-017
5260;04618-030
5261;13214-065
5262;04619-001
5263;22060-020
5264;29101-220
5265;55870-000
5266;05507-060
5267;22431-040
5268;35794-556
5269;71640-210
5270;01456-040
5271;36880-077
5272;06711-020
5273;74230-025
5274;37950-000
5275;22776-070
5276;35700-381
5277;41830-430
5278;62030-490
5279;62032-110
5280;75906-370
5281;09041-070
5282;88010-090
5283;05417-030
5284;49037-380
5285;58410-003
5286;30710-550
5287;30380-350
5288;74710-360
5289;74210-310
5290;18760-394
5291;74080-210
5292;38220-000
5293;38411-145
5294;71900-100
5295;69058-448
5296;24320-570
5297;71505-715
5298;37014-020
5299;97010-423
5300;40265-090
5301;70200-004
5302;11045-400
5303;88508-200
5304;97050-600
5305;29046-005
5306;86050-070
5307;37018-320
5308;99700-552
5309;74180-081
5310;42803-153
5311;74110-140
5312;82015-080
5313;48901-765
5314;15093-280
5315;01422-003
5316;59010-090
5317;70772-060
5318;04619-001
5319;86430-000
5320;04124-130
5321;70790-148
5322;22261-020
5323;04111-000
5324;30180-098
5325;02270-080
5326;01420-001
5327;79013-220
5328;05406-040
5329;29065-330
5330;50064-585
5331;05081-090
5332;05425-000
5333;70274-020
5334;30431-320
5335;13040-061
5336;35020-500
5337;13565-251
5338;65071-397
5339;01455-040
5340;30170-122
5341;27943-130
5342;24240-185
5343;38408-112
5344;73900-000
5345;20561-146
5346;08671-030
5347;38015-000
5348;22410-001
5349;22793-520
5350;09090-401
5351;06429-275
5352;74884-556
5353;35570-090
5354;36036-474
5355;04558-080
5356;73330-031
5357;30310-730
5358;78890-000
5359;51130-020
5360;31310-650
5361;74210-245
5362;30190-100
5363;12942-655
5364;19470-000
5365;06474-100
5366;70200-004
5367;01450-090
5368;04567-003
5369;30620-390
5370;70660-026
5371;03322-001
5372;24220-260
5373;60115-190
