ID;CEP
1873;05468-160
1874;05705-270
1875;35660-084
1876;02420-001
1877;04076-000
1878;22241-010
1879;01416-000
1880;01423-000
1881;41810-620
1882;40220-005
1883;35430-220
1884;05727-240
1885;69057-002
1886;06709-170
1887;22441-140
1888;83900-000
1889;49200-000
1890;41181-057
1891;95585-000
1892;04019-130
1893;52061-080
1894;89222-365
1895;71680-616
1896;04532-000
1897;32210-180
1898;01425-001
1899;29045-410
1900;22620-200
1901;59020-120
1902;95650-000
1903;18208-380
1904;30190-000
1905;05657-230
1906;15084-080
1907;88650-000
1908;22241-320
1909;60125-120
1910;30170-090
1911;14804-440
1912;66035-240
1913;80035-170
1914;12243-260
1915;03511-000
1916;83203-140
1917;22411-010
1918;51030-000
1919;71525-215
1920;22440-035
1921;76821-405
1922;89201-470
1923;09750-000
1924;20540-140
1925;01409-002
1926;30720-280
1927;24240-670
1928;13049-461
1929;21330-090
1930;11040-131
1931;22231-090
1932;18145-342
1933;99400-000
1934;01529-010
1935;02732-020
1936;30210-530
1937;01416-000
1938;01405-001
1939;89252-020
1940;70372-050
1941;22743-041
1942;50030-330
1943;25802-315
1944;52041-310
1945;04134-050
1946;90510-040
1947;25750-037
1948;22631-003
1949;30494-180
1950;04116-060
1951;22631-390
1952;74672-340
1953;30855-450
1954;01333-001
1955;44050-668
1956;51020-110
1957;09530-430
1958;04705-010
1959;05688-000
1960;71675-050
1961;74420-180
1962;22081-000
1963;04522-020
1964;05459-010
1965;13271-600
1966;22411-003
1967;74810-200
1968;04037-005
1969;89249-000
1970;88040-001
1971;18760-031
1972;03164-300
1973;01404-001
1974;71660-240
1975;40296-320
1976;38411-042
1977;18130-460
1978;02185-030
1979;04516-012
1980;05709-050
1981;32041-280
1982;11680-000
1983;86066-150
1984;05021-010
1985;81550-120
1986;04141-001
1987;05410-000
1988;01422-000
1989;04722-010
1990;22251-040
1991;71510-130
1992;31365-450
1993;97015-513
1994;22051-030
1995;15130-096
1996;20541-330
1997;01333-000
1998;06543-130
1999;29055-270
2000;05467-000
2001;59600-115
2002;22260-070
2003;60140-200
2004;01450-000
2005;79002-367
2006;03813-050
2007;21940-490
2008;22620-200
2009;88101-090
2010;41810-001
2011;74210-040
2012;05007-002
2013;38411-178
2014;74435-050
2015;26255-220
2016;30240-390
2017;64049-370
2018;01524-000
2019;22793-400
2020;05017-020
2021;30240-390
2022;04202-021
2023;01534-030
2024;38602-218
2025;22450-130
2026;14403-175
2027;66040-170
2028;13417-431
2029;14540-000
2030;14080-040
2031;14080-040
2032;74230-110
2033;13106-212
2034;24210-320
2035;44700-000
2036;12241-040
2037;14240-000
2038;01229-010
2039;36700-000
2040;51020-000
2041;74535-170
2042;77813-230
2043;30320-580
2044;11420-010
2045;80040-252
2046;05014-020
2047;01323-001
2048;04508-031
2049;58102-830
2050;80410-030
2051;05639-010
2052;70680-185
2053;73090-918
2054;89201-260
2055;75020-150
2056;97020-040
2057;89520-000
2058;85807-780
2059;04080-013
2060;22750-290
2061;09090-401
2062;22621-060
2063;13208-056
2064;15093-270
2065;04534-020
2066;88020-303
2067;38411-145
2068;13400-760
2069;22461-060
2070;30320-250
2071;49025-530
2072;05010-000
2073;57035-180
2074;51020-001
2075;21730-230
2076;41820-390
2077;05083-060
2078;12041-104
2079;70686-060
2080;48601-260
2081;34006-200
2082;14400-540
2083;02111-031
2084;34018-126
2085;40300-630
2086;22411-072
2087;04083-000
2088;04618-030
2089;06537-365
2090;79021-230
2091;05315-030
2092;65075-810
2093;16600-000
2094;66053-240
2095;79070-160
2096;58033-130
2097;76822-180
2098;96200-590
2099;74215-170
2100;13075-575
2101;04728-020
2102;72025-020
2103;54400-000
2104;79020-011
2105;22460-050
2106;30140-060
2107;05016-010
2108;30310-620
2109;81610-000
2110;05303-000
2111;05532-000
2112;40150-120
2113;75702-180
2114;90570-150
2115;72120-300
2116;68628-350
2117;14020-010
2118;24358-580
2119;05131-000
2120;79032-460
2121;29650-000
2122;16052-901
2123;22030-001
2124;06630-030
2125;22440-033
2126;49037-620
2127;06447-010
2128;71650-155
2129;30330-240
2130;95320-000
2131;38304-204
2132;70295-060
2133;71926-250
2134;37701-018
2135;52050-480
2136;13076-540
2137;97065-060
2138;80420-080
2139;49037-620
2140;13465-250
2141;60125-100
2142;22630-021
2143;25070-005
2144;74470-150
2145;22743-670
2146;03185-050
2147;05415-001
2148;22793-250
2149;64049-270
2150;13484-266
2151;34008-056
2152;04534-000
2153;60160-041
2154;80060-130
2155;61624-420
2156;35570-000
2157;04619-034
2158;04004-010
2159;22041-001
2160;45652-010
2161;13257-500
2162;99150-000
2163;30330-240
2164;13073-010
2165;75906-380
2166;13283-620
2167;20520-202
2168;13495-000
2169;22291-000
2170;44571-060
2171;50610-100
2172;30310-630
2173;22793-924
2174;70833-030
2175;71100-160
2176;15085-490
2177;05685-090
2178;05135-200
2179;58025-690
2180;01451-000
2181;29700-010
2182;22776-050
2183;85902-000
2184;94015-110
2185;05141-160
2186;54410-420
2187;05083-070
2188;22471-003
2189;71940-000
2190;71908-540
2191;65066-320
2192;65077-548
2193;05438-000
2194;88066-100
2195;75860-000
2196;35900-052
2197;24230-410
2198;36033-345
2199;74823-450
2200;76821-020
2201;20251-032
2202;03116-000
2203;06010-170
2204;06721-320
2205;71745-601
2206;99010-023
2207;01303-020
2208;58900-000
2209;65075-760
2210;90040-140
2211;04509-000
2212;14340-000
2213;04144-020
2214;68552-210
2215;13501-070
2216;74680-516
2217;29101-010
2218;14730-000
2219;11060-481
2220;05705-190
2221;65075-692
2222;64600-064
2223;74969-170
2224;74672-400
2225;75909-781
2226;51020-000
2227;34006-200
2228;76801-316
2229;01410-001
2230;63040-310
2231;74885-841
2232;55870-000
2233;64052-450
2234;05017-000
2235;22795-006
2236;22630-011
2237;30150-320
2238;71931-540
2239;69153-440
2240;29101-110
2241;22230-070
2242;60165-070
2243;66055-050
2244;24365-080
2245;69060-020
2246;14050-490
2247;29050-705
2248;74663-520
2249;23080-000
2250;38770-000
2251;70673-079
2252;71915-000
2253;22793-924
2254;72210-233
2255;88820-000
2256;02069-000
2257;04710-010
2258;12080-250
2259;22640-908
2260;13025-070
2261;13140-262
2262;44001-184
2263;29060-260
2264;49025-530
2265;01231-011
2266;01534-010
2267;01455-040
2268;05726-130
2269;04066-020
2270;22470-070
2271;38200-064
2272;58032-110
2273;05683-000
2274;74120-130
2275;22471-003
2276;13100-200
2277;13024-000
2278;29066-430
2279;19060-100
2280;64240-000
2281;81910-370
2282;04030-000
2283;12246-021
2284;74643-040
2285;06216-300
2286;03312-052
2287;22410-040
2288;85810-040
2289;13070-090
2290;05657-000
2291;05019-000
2292;65010-020
2293;48400-000
2294;45570-000
2295;30350-560
2296;65077-357
2297;29680-000
2298;13482-318
2299;29045-240
2300;22621-290
2301;37200-000
2302;05411-001
2303;18570-000
2304;04530-050
2305;65071-380
2306;80440-070
2307;77021-642
2308;89239-250
2309;13085-415
2310;13160-000
2311;90570-020
2312;29306-370
2313;04002-030
2314;28616-110
2315;71680-150
2316;88802-410
2317;28300-000
2318;69037-107
2319;04660-000
2320;22210-080
2321;04857-135
2322;62370-000
2323;74883-010
2324;04078-011
2325;03333-000
2326;88330-006
2327;36830-000
2328;30150-321
2329;22410-000
2330;13278-404
2331;64062-410
2332;74351-012
2333;17502-170
2334;12071-340
2335;52061-103
2336;22630-021
2337;79052-170
2338;89600-000
2339;22011-060
2340;74480-110
2341;38400-144
2342;30710-380
2343;09715-000
2344;38400-144
2345;38182-194
2346;70673-306
2347;22440-033
2348;03119-000
2349;31275-030
2350;03027-010
2351;71515-150
2352;59610-200
2353;77650-000
2354;13380-033
2355;71535-050
2356;03171-040
2357;46880-000
2358;29102-010
2359;73080-410
2360;22631-450
2361;95520-000
2362;37701-004
2363;60115-000
2364;38445-281
2365;22630-011
2366;05609-010
2367;31110-010
2368;44571-060
2369;86050-500
2370;24230-006
2371;22021-001
2372;84050-070
2373;89600-000
2374;74673-540
2375;27923-320
2376;40295-050
2377;12229-380
2378;12229-380
2379;40295-050
2380;82210-300
2381;30380-410
2382;38550-000
2383;36016-320
2384;12945-846
2385;30750-480
2386;52130-270
2387;13420-360
2388;48400-000
2389;01422-003
2390;69060-020
2391;02334-070
2392;13024-450
2393;24220-400
2394;25665-008
2395;06440-150
2396;58037-030
2397;22471-003
2398;12900-231
2399;68900-081
2400;22620-062
2401;04532-082
2402;86061-240
2403;71503-505
2404;36820-000
2405;95700-172
2406;04613-003
2407;71665-025
2408;40080-121
2409;60811-695
2410;04140-060
2411;20510-055
2412;88063-300
2413;58046-095
2414;74884-572
2415;50710-140
2416;11680-000
2417;13098-552
2418;05505-000
2419;74884-527
2420;74180-040
2421;42841-000
2422;42700-000
2423;16018-330
2424;74563-355
2425;74215-130
2426;79002-140
2427;09090-720
2428;42707-650
2429;71675-350
2430;13045-541
2431;26950-000
2432;30180-160
2433;30180-160
2434;74110-060
2435;58900-000
2436;35032-650
2437;02260-090
2438;80040-340
2439;05816-200
2440;29055-320
2441;20020-000
2442;81530-380
2443;05642-001
2444;50100-000
2445;22795-225
2446;04567-002
2447;04719-002
2448;20541-152
2449;30220-000
2450;22776-070
2451;30170-135
2452;88034-000
2453;04747-030
2454;30493-180
2455;04546-003
2456;74140-040
2457;22776-070
2458;90440-003
2459;22421-030
2460;78050-253
2461;05303-000
2462;70879-050
2463;11310-441
2464;44085-232
2465;01547-020
2466;89012-170
2467;28620-170
2468;49025-100
2469;70760-712
2470;56302-110
2471;29101-300
2472;85813-190
2473;88330-549
2474;51020-001
2475;74884-644
2476;30130-008
2477;05013-001
2478;06543-001
2479;13480-740
2480;60165-080
2481;35300-050
2482;71645-030
2483;38402-340
2484;37701-004
2485;22471-003
2486;89253-295
2487;04209-000
2488;41340-225
2489;81210-170
2490;41483-140
2491;30210-400
2492;05656-000
2493;95700-590
2494;60160-110
2495;70873-080
2496;04551-010
2497;95660-000
2498;88015-360
2499;04012-170
2500;68553-160
2501;38411-162
2502;70386-110
2503;25716-190
2504;69055-700
2505;80230-100
2506;38700-109
2507;20251-020
2508;14026-596
2509;79002-364
2510;14161-000
2511;37925-000
2512;13737-052
2513;05014-002
2514;14021-686
2515;30310-110
2516;30350-630
2517;11662-000
2518;18730-000
2519;01420-007
2520;04511-040
2521;04542-011
2522;11740-000
2523;04052-020
2524;22221-011
2525;22080-030
2526;35519-000
2527;41750-240
2528;88015-231
2529;05451-110
2530;88306-001
2531;47700-000
2532;41820-360
2533;78050-192
2534;04211-040
2535;22461-020
2536;60165-070
2537;01126-001
2538;04524-030
2539;35960-000
2540;29300-794
2541;81710-320
2542;51021-000
2543;38400-456
2544;04087-003
2545;74335-100
2546;62030-262
2547;22640-230
2548;62030-262
2549;22261-001
2550;04531-004
2551;88345-738
2552;70375-110
2553;80035-000
2554;64048-100
2555;05464-000
2556;22080-060
2557;93510-040
2558;93700-000
2559;30441-042
2560;79035-505
2561;57035-755
2562;70365-070
2563;79020-300
2564;51020-280
2565;16200-008
2566;74840-270
2567;05705-270
2568;88735-000
2569;66017-090
2570;04521-001
2571;59022-140
2572;04547-070
2573;22280-020
2574;36036-643
2575;01409-000
2576;36830-000
2577;75240-000
2578;04551-000
2579;01455-000
2580;04567-001
2581;06542-089
2582;82940-150
2583;74392-125
2584;35700-184
2585;05612-010
2586;22461-200
2587;60430-275
2588;55296-370
2589;78116-172
2590;74020-030
2591;88701-301
2592;71925-180
2593;34010-543
2594;88870-000
2595;06543-650
2596;92020-400
2597;80240-041
2598;13330-180
2599;22710-005
2600;80430-140
2601;89216-560
2602;11045-501
2603;66053-000
2604;85555-000
2605;85555-000
2606;18550-000
2607;97010-041
2608;01106-030
2609;04531-001
2610;22460-010
2611;76803-845
2612;25260-220
2613;38705-114
2614;01532-030
2615;86600-091
2616;
2617;87300-020
2618;70670-427
2619;71680-122
2620;82110-000
2621;82110-000
2622;23943-120
2623;22450-003
2624;22260-004
2625;40295-050
2626;74610-230
2627;24210-310
2628;13254-611
2629;01532-030
2630;04516-010
2631;05727-230
2632;04513-080
2633;05314-000
2634;24230-001
2635;74865-090
2636;22793-082
2637;77001-032
2638;71630-025
2639;22441-000
2640;99700-600
2641;22441-120
2642;22410-002
2643;14095-000
2644;15061-813
2645;79420-000
2646;56327-025
2647;68550-370
2648;45600-171
2649;06532-014
2650;13465-500
2651;74954-460
2652;69060-020
2653;11320-170
2654;01046-000
2655;36902-063
2656;21031-030
2657;06543-003
2658;69060-020
2659;51021-010
2660;52061-470
2661;41815-090
2662;22041-011
2663;01332-010
2664;02450-001
2665;20511-210
2666;70276-180
2667;89228-070
2668;38600-402
2669;38010-410
2670;60115-191
2671;14024-250
2672;01415-001
2673;13334-050
2674;37600-000
2675;74885-503
2676;22281-080
2677;01450-030
2678;99700-600
2679;88811-090
2680;06216-050
2681;56302-110
2682;56302-110
2683;45652-530
2684;13278-358
2685;91330-630
2686;11740-000
2687;30455-640
2688;22430-070
2689;45836-000
2690;91920-530
2691;71680-356
2692;06710-670
2693;34008-056
2694;22793-810
2695;13417-431
2696;37200-000
2697;11085-080
2698;22210-903
2699;22420-041
2700;17700-000
2701;29306-370
2702;77021-600
2703;34007-870
2704;13183-490
2705;52041-095
2706;91040-360
2707;04719-001
2708;77818-550
2709;13484-594
2710;06708-710
2711;28970-000
2712;95588-000
2713;34007-870
2714;74280-110
2715;20780-190
2716;71218-010
2717;16310-000
2718;78043-512
2719;89260-410
2720;16071-370
2721;04543-000
2722;29101-240
2723;22441-000
2724;20460-010
2725;98787-050
2726;77021-600
2727;23906-510
2728;04728-020
2729;05445-001
2730;02301-100
2731;13025-085
2732;90440-010
2733;06708-610
2734;51111-000
2735;75901-285
2736;50710-030
2737;88350-160
2738;71680-122
2739;21921-525
2740;84130-000
2741;32400-000
2742;78740-378
2743;66055-005
2744;30320-720
2745;70800-110
2746;57080-549
2747;78060-618
2748;13870-222
2749;45653-758
2750;22610-095
2751;22261-040
2752;75126-405
2753;77015-436
2754;89111-027
2755;22743-660
2756;55540-000
2757;49095-680
2758;80250-200
2759;30170-120
2760;04272-000
2761;04618-034
2762;22790-707
2763;76300-000
2764;70352-070
2765;74885-634
2766;30441-094
2767;22760-400
2768;74210-190
2769;27700-000
2770;77600-000
2771;05353-040
2772;44076-190
2773;72120-150
2774;50720-001
2775;77600-000
2776;30220-260
2777;13101-644
2778;03424-010
2779;05577-000
2780;89110-645
2781;93315-110
2782;88010-090
2783;65077-630
2784;04750-001
2785;42801-901
2786;22051-012
2787;04115-040
2788;24230-540
2789;12233-900
2790;79032-260
2791;58039-151
2792;22460-140
2793;30190-001
2794;22640-230
2795;05411-001
2796;45880-000
2797;45880-000
2798;04111-020
2799;04111-020
2800;80250-070
2801;29101-120
2802;15015-515
2803;19053-765
2804;58046-060
2805;74810-380
2806;65907-240
2807;13974-366
2808;89255-420
2809;64049-750
2810;25070-350
2811;01415-000
2812;22441-140
2813;30575-120
2814;78061-320
2815;41720-200
2816;65075-839
2817;74120-030
2818;40140-000
2819;70275-040
2820;22290-030
2821;65075-800
2822;13091-516
2823;88053-410
2824;24130-150
2825;06543-315
2826;22081-020
2827;92727-100
2828;20270-004
2829;12400-430
2830;88010-102
2831;60165-121
2832;64056-270
2833;74885-600
2834;39100-000
2835;77818-590
2836;01413-100
2837;02831-000
2838;60165-070
2839;05311-030
2840;59092-570
2841;69060-020
2842;04568-010
2843;30180-120
2844;65077-552
2845;04568-010
2846;92020-110
2847;68240-000
2848;18700-080
2849;13087-500
2850;05016-000
2851;04536-070
2852;95750-000
2853;01530-030
2854;71630-055
2855;03127-010
2856;54783-010
2857;15135-822
2858;70372-010
2859;15090-275
2860;96180-000
2861;95780-000
2862;35600-000
2863;14600-000
2864;99600-000
2865;59022-640
2866;41820-340
2867;41680-100
2868;01421-001
2869;80045-105
2870;15700-018
2871;58428-795
2872;29065-340
2873;58402-013
2874;83323-280
2875;60115-170
2876;67110-290
2877;11262-045
2878;15063-000
2879;90540-031
2880;37275-000
2881;02735-040
2882;50771-480
2883;22041-011
2884;69100-033
2885;51020-035
2886;01259-000
2887;03181-100
2888;20560-215
2889;03170-050
2890;29050-580
2891;
2892;06023-140
2893;13211-543
2894;45052-242
2895;66055-050
2896;91530-000
2897;24210-320
2898;18201-790
2899;13468-340
2900;30380-752
2901;71680-352
2902;32315-110
2903;09402-020
2904;88015-130
2905;04511-010
2906;80610-240
2907;13482-578
2908;05464-000
2909;22450-140
2910;60025-061
2911;52060-150
2912;97015-513
2913;11055-290
2914;51030-000
2915;35588-000
2916;87060-399
2917;40150-250
2918;77050-022
2919;12335-140
2920;66640-590
2921;74310-210
2922;06160-128
2923;21061-771
2924;13097-221
2925;04116-170
2926;01436-020
2927;22790-702
2928;05432-070
2929;78550-099
2930;06428-020
2931;04566-000
2932;11065-405
2933;93336-210
2934;28611-120
2935;41820-340
2936;29060-270
2937;04740-000
2938;88811-515
2939;22775-060
2940;04517-000
2941;75515-490
2942;06690-010
2943;22260-090
2944;58900-000
2945;35700-065
2946;59603-380
2947;05081-000
2948;22441-090
2949;30441-074
2950;65071-383
2951;88811-515
2952;89010-330
2953;03047-000
2954;01521-000
2955;03932-050
2956;35170-190
2957;70686-710
2958;04740-000
2959;22450-001
2960;34006-009
2961;60810-160
2962;70673-461
2963;22451-070
2964;14400-630
2965;34006-065
2966;74140-035
2967;34006-065
2968;34006-065
2969;84040-000
2970;60842-380
2971;31515-240
2972;65065-100
2973;84016-507
2974;69900-619
2975;04624-080
2976;22451-264
2977;55700-000
2978;04566-000
2979;32072-360
2980;09540-080
2981;77015-216
2982;74835-590
2983;20021-130
2984;74883-080
2985;30380-560
2986;45650-015
2987;01415-002
2988;13025-142
2989;12245-591
2990;01423-010
2991;04567-003
2992;78890-000
2993;05705-170
2994;22450-000
2995;78580-000
2996;65071-380
2997;14808-100
2998;75110-470
2999;80620-180
3000;78030-090
3001;13015-082
3002;01403-003
3003;84010-270
3004;04530-070
3005;13087-500
3006;29101-435
3007;05468-150
3008;14110-000
3009;22071-055
3010;05455-040
3011;11665-350
3012;60836-085
3013;13565-251
3014;75804-070
3015;74223-055
3016;52060-235
3017;04618-031
3018;52070-008
3019;74335-100
3020;74483-602
3021;70673-425
3022;22231-200
3023;88062-292
3024;88330-909
3025;03334-000
3026;25850-000
3027;15910-000
3028;38400-064
3029;65055-180
3030;85601-010
3031;08665-250
3032;91770-000
3033;14870-515
3034;27700-000
3035;27920-270
3036;06350-140
3037;22630-060
3038;79040-510
3039;69057-002
3040;57046-000
3041;04542-012
3042;13024-021
3043;74070-110
3044;06474-010
3045;66040-100
3046;38408-092
3047;35900-560
3048;77807-040
3049;87501-000
3050;70686-510
3051;62042-240
3052;24210-405
3053;88960-000
3054;35180-072
3055;22621-060
3056;13087-460
3057;13171-803
3058;02435-061
3059;70632-100
3060;38411-162
3061;06543-001
3062;22776-000
3063;06018-010
3064;01019-000
3065;60125-151
3066;90110-310
3067;70678-125
3068;04515-001
3069;74140-100
3070;22440-000
3071;58046-518
3072;05396-240
3073;22245-120
3074;22030-010
3075;74840-090
3076;76829-818
3077;52060-235
3078;04543-070
3079;13015-101
3080;71938-180
3081;29304-023
3082;22280-030
3083;13277-650
3084;64048-100
3085;02402-500
3086;69050-030
3087;28912-065
3088;09520-320
3089;13148-066
3090;05006-000
3091;37750-000
3092;05727-240
3093;10540-115
3094;04180-110
3095;69901-355
3096;86047-330
3097;65903-320
3098;81070-000
3099;77813-410
3100;80430-040
3101;38408-760
3102;86050-490
3103;74885-636
3104;49025-780
3105;01238-000
3106;30330-230
3107;13501-200
3108;04134-040
3109;22621-060
3110;15093-280
3111;16015-535
3112;01440-000
3113;04510-040
3114;06429-230
3115;22631-000
3116;22631-000
3117;77006-020
3118;36025-040
3119;88034-389
3120;40265-090
3121;06543-385
3122;70337-300
3123;28035-053
3124;04548-003
3125;86050-490
3126;05707-001
3127;78040-070
3128;01250-010
3129;04116-090
3130;41820-475
3131;03022-010
3132;38073-175
3133;05011-001
3134;05011-001
3135;38702-054
3136;02460-000
3137;36500-067
3138;05641-110
3139;22631-054
3140;74210-060
3141;74210-040
3142;45026-720
3143;04710-001
3144;88070-101
3145;30170-050
3146;13104-188
3147;74885-556
3148;12244-000
3149;24230-136
3150;22775-033
3151;51020-010
3152;74085-530
3153;18071-325
3154;12244-652
3155;75524-210
3156;13231-485
3157;59056-425
3158;11440-001
3159;68500-300
3160;31330-460
3161;89600-000
3162;89600-000
3163;14022-048
3164;30140-100
3165;03274-050
3166;22271-110
3167;80060-030
3168;75525-210
3169;06454-050
3170;74215-060
3171;20510-100
3172;40295-050
3173;70200-004
3174;13160-238
3175;22776-050
3176;24220-031
3177;77022-372
3178;01141-000
3179;84600-420
3180;13506-277
3181;74810-360
3182;74115-040
3183;13208-056
3184;01409-000
3185;22723-335
3186;37600-000
3187;79601-000
3188;29304-023
3189;36050-000
3190;35460-000
3191;09270-450
3192;79032-261
3193;51330-280
3194;35051-640
3195;06401-147
3196;01455-050
3197;04523-010
3198;78580-000
3199;74885-863
3200;15091-390
3201;71515-735
3202;05445-001
3203;74823-450
3204;45652-495
3205;60810-160
3206;34006-200
3207;01241-001
3208;65066-856
3209;22740-260
3210;71931-000
3211;13400-050
3212;22793-327
3213;05443-002
3214;87010-360
3215;77020-498
3216;02377-210
3217;22743-580
3218;22460-090
3219;04142-081
3220;40295-050
3221;68900-081
3222;84043-751
3223;13076-300
3224;04211-001
3225;74120-130
3226;33105-030
3227;22250-060
3228;88502-215
3229;70754-100
3230;69901-519
3231;09531-195
3232;18047-595
3233;13160-238
3234;22421-030
3235;78048-378
3236;77500-000
3237;74210-030
3238;34012-145
3239;22471-003
3240;04566-062
3241;60192-035
3242;95171-356
3243;88330-030
3244;01420-001
3245;70772-030
3246;22221-010
3247;05734-140
3248;60192-072
3249;35162-352
3250;02143-000
3251;35519-000
3252;06543-035
3253;36307-232
3254;05423-010
3255;09732-530
3256;80620-000
3257;69057-010
3258;05085-000
3259;18116-180
3260;04509-000
3261;04016-002
3262;01047-010
3263;60192-035
3264;12953-450
3265;13930-000
3266;29303-234
3267;05044-050
3268;70384-050
3269;69060-000
3270;01153-020
3271;30150-370
3272;04086-003
3273;86160-000
3274;57036-480
3275;05083-070
3276;98801-660
3277;49025-730
3278;88015-700
3279;26650-000
3280;30380-410
3281;24210-001
3282;60135-450
3283;13300-050
3284;22775-033
3285;38610-031
3286;09820-680
3287;05427-020
3288;73813-040
3289;22051-020
3290;35790-000
3291;85801-210
3292;34006-053
3293;22640-220
3294;05441-040
3295;04622-001
3296;04624-080
3297;06030-013
3298;66055-280
3299;78043-407
3300;20531-073
3301;19053-715
3302;69063-510
3303;04693-130
3304;02415-001
3305;29102-020
3306;04536-001
3307;05446-020
3308;69057-040
3309;25850-000
3310;22610-070
3311;12941-650
3312;04602-007
3313;12244-143
3314;77803-020
3315;31330-290
3316;05015-000
3317;09635-050
3318;78093-280
3319;70680-177
3320;71741-802
3321;41680-111
3322;05417-020
3323;74805-100
3324;01233-060
3325;28906-220
3326;60165-121
3327;22793-105
3328;05409-011
3329;70872-060
3330;05018-010
3331;55295-480
3332;13901-503
3333;22630-011
3334;13214-660
3335;47850-000
3336;20510-180
3337;44077-718
3338;04368-110
3339;19901-250
3340;12244-551
3341;22440-060
3342;15417-000
3343;03334-020
3344;04564-000
3345;04044-000
3346;04543-070
3347;79010-210
3348;05366-150
3349;44571-027
3350;78043-409
3351;22051-030
3352;35162-352
3353;45651-050
3354;05442-030
3355;04618-003
3356;22071-030
3357;05432-011
3358;82015-090
3359;22040-002
3360;22071-000
3361;11040-191
3362;30140-100
3363;93548-480
3364;37500-179
3365;22450-140
3366;05684-011
3367;70746-080
3368;05445-050
3369;30330-310
3370;79006-560
3371;30150-311
3372;01332-010
3373;32670-154
3374;22250-145
3375;30315-250
3376;29049-127
3377;74885-634
3378;22743-032
3379;78360-000
3380;71929-000
3381;76821-020
3382;04675-085
3383;22790-587
3384;71937-720
3385;22230-030
3386;02126-010
3387;04107-001
3388;29703-007
3389;01233-001
3390;51030-340
3391;22471-211
3392;58038-382
3393;04618-030
3394;22776-000
3395;22793-780
3396;23907-205
3397;74230-190
3398;01403-000
3399;30770-050
3400;04006-002
3401;52031-100
3402;05435-000
3403;98200-000
3404;49026-225
3405;79601-010
3406;18080-698
3407;24360-440
3408;15061-726
3409;01239-011
3410;06543-001
3411;30320-140
3412;05434-030
3413;74680-510
3414;60115-280
3415;15091-130
3416;07429-255
3417;30210-300
3418;52020-025
3419;88015-100
3420;34006-009
3421;35023-042
3422;22420-030
3423;52020-220
3424;70853-080
3425;13278-352
3426;74215-130
3427;37030-220
3428;74175-080
3429;70680-450
3430;28035-135
3431;04618-030
3432;15993-010
3433;95041-028
3434;05415-010
3435;16901-000
3436;88015-601
3437;15025-035
3438;88070-800
3439;95057-580
3440;35180-020
3441;16201-080
3442;71503-505
3443;40140-490
3444;17514-310
3445;36035-780
3446;30130-160
3447;05706-290
3448;57035-240
3449;86945-000
3450;82015-090
3451;60020-000
3452;79020-011
3453;04644-160
3454;04530-090
3455;18683-360
3456;48400-000
3457;09990-080
3458;04107-020
3459;74170-110
3460;22795-006
3461;13348-230
3462;60115-080
3463;31230-770
3464;30130-004
3465;30431-108
3466;88034-100
3467;80035-270
3468;22610-095
3469;84178-080
3470;58032-110
3471;78580-000
3472;40286-030
3473;07032-000
3474;01231-010
3475;58038-300
3476;57046-361
3477;90150-101
3478;78850-000
3479;03334-020
3480;48970-000
3481;06470-050
3482;65077-357
3483;88025-201
3484;40296-700
3485;04602-005
3486;35160-294
3487;74140-080
3488;24230-360
3489;04518-060
3490;52060-430
3491;74215-130
3492;60160-110
3493;06010-170
3494;97015-121
3495;22776-070
3496;75906-250
3497;22220-060
3498;12917-021
3499;49027-400
3500;04276-000
3501;22421-000
3502;20771-632
3503;51011-600
3504;69057-002
3505;74110-060
3506;38700-082
3507;05434-000
3508;29101-738
3509;95588-000
3510;74230-045
3511;13295-000
3512;22420-042
3513;30160-012
3514;04211-040
3515;64218-470
3516;37110-000
3517;96020-260
3518;69057-070
3519;26540-100
3520;76913-594
3521;04075-022
3522;35560-000
3523;70766-100
3524;01234-000
3525;02340-001
3526;24230-001
3527;15025-055
3528;92032-700
3529;30310-450
3530;05086-050
3531;70673-302
3532;29303-387
3533;04097-900
3534;58032-110
3535;76801-126
3536;30150-331
3537;78731-609
3538;88930-000
3539;20541-135
3540;88015-700
3541;04710-001
3542;22785-595
3543;03043-010
3544;70232-070
3545;07438-550
3546;74680-217
3547;22621-160
3548;20530-080
3549;13720-000
3550;69057-070
3551;29300-765
3552;51020-000
3553;74120-130
3554;80240-130
3555;05408-000
3556;74810-350
3557;41180-390
3558;70658-254
3559;04660-000
3560;29060-050
3561;37701-018
3562;04551-010
3563;22630-011
3564;13087-090
3565;06706-082
3566;22776-000
3567;97015-639
3568;74691-305
3569;80240-010
3570;78060-618
3571;78050-403
3572;79500-000
3573;22471-080
3574;35574-222
3575;76820-890
3576;77826-524
3577;16015-515
3578;22790-707
3579;22041-080
3580;28035-005
3581;88811-201
3582;88015-410
3583;06040-490
3584;05407-001
3585;60060-370
3586;87300-020
3587;07063-021
3588;89802-131
3589;35588-000
3590;16300-021
3591;37580-000
3592;70673-511
3593;17890-000
3594;22450-140
3595;22611-000
3596;41810-011
3597;30441-042
3598;45200-585
3599;22630-010
3600;14015-020
3601;05434-000
3602;29042-500
3603;29303-320
3604;70773-080
3605;05687-002
3606;28970-000
3607;29706-080
3608;88701-432
3609;74130-012
3610;31340-390
3611;38400-192
3612;13484-280
3613;08420-160
3614;83325-585
3615;70070-094
3616;31920-011
3617;58102-256
3618;02636-030
3619;66055-280
3620;24220-401
3621;57035-160
3622;04757-050
